PROVINCE,TERRITOIRE,SCE_GEO,Nom,Pcode,cle,Sce_Sem,Modif,Code_DHIS2,Fiabilite,Code_SNIS,Anc_provin
Nord-Kivu,Oicha,OSM_RDC,Kalunguta,CD6107ZS01,KalungutaNord-Kivu,DSNIS,"2021",XoJ3dLz68aj,Moyenne,,
Nord-Kivu,Oicha,OMS DSNIS,Vuhovi,CD6107ZS07,VuhoviNord-Kivu,DSNIS,2018-12-29,EsZ68sGXB5Y,Moyenne,,
Nord-Kivu,Butembo,OSM_RDC,Katwa,CD6110ZS02,KatwaNord-Kivu,DSNIS,"2021",woJBeEpIZdy,Moyenne,,
Maniema,Lubutu,DSNIS,Lubutu,CD6305ZS,LubutuManiema,DSNIS,"2020",HtQZ7yf79SN,Moyenne,,
Tshopo,Ubundu,MSF,Wanierukula,CD5102ZS03,WanierukulaTshopo,DSNIS,"2021",RowlA1nBHee,Haute,,
Nord-Kivu,Walikale,OCHA,Walikale,CD6104ZS04,WalikaleNord-Kivu,DSNIS,,xIs8yXFjb9Y,,,
Nord-Kivu,Walikale,MSF &OCHA,Kibua,CD6104ZS02,KibuaNord-Kivu,DSNIS,2018-12-29,is2bUIOxBUG,Basse,,
Maniema,Kabambare,DSNIS,Kabambare,CD6309ZS01,KabambareManiema,DSNIS,"2021",ncFyk9qnjro,Basse,,
Maniema,Kabambare,DSNIS,Lusangi,CD6309ZS02,LusangiManiema,DSNIS,"2021",rmoJzmAeUZq,Basse,,
Maniema,Kabambare,DSNIS,Saramabila,CD6309ZS03,SaramabilaManiema,DSNIS,"2021",aPONdpnYXAn,Basse,,
Maniema,Kasongo,DSNIS,Kasongo,CD6311ZS01,KasongoManiema,DSNIS,"2021",MRRlnyr6MW6,Basse,,
Maniema,Kasongo,DSNIS,Samba,CD6311ZS03,SambaManiema,DSNIS,"2021",SWIUdbyuNVh,Basse,,
Maniema,Kibombo,DSNIS,Kibombo,CD6313ZS01,KibomboManiema,DSNIS,"2021",FMXSE1MWvdO,Basse,,
Maniema,Kibombo,DSNIS,Tunda,CD6313ZS02,TundaManiema,DSNIS,"2021",BmjuXfI9o9i,Basse,,
Maniema,Kasongo,DSNIS,Kunda,CD6311ZS02,KundaManiema,DSNIS,"2021",MMeukZwYdI1,Basse,,
Maniema,Pangi,DSNIS,Kampene,CD6307ZS02,KampeneManiema,DSNIS,"2021",y08g1DjhBXu,Basse,,
Maniema,Pangi,DSNIS,Pangi,CD6307ZS03,PangiManiema,DSNIS,"2021",ie0dbeVpvnB,Basse,,
Maniema,Pangi,DSNIS,Kalima,CD6307ZS01,KalimaManiema,DSNIS,"2021",IpT4QLSAYMK,Basse,,
Maniema,Kindu,DSNIS,Alunguli,CD6301ZS01,AlunguliManiema,DSNIS,"2021",w1BnPOcmluI,Basse,,
Maniema,Kindu,DSNIS,Kindu,CD6301ZS02,KinduManiema,DSNIS,"2021",lbUq2j3aRYh,Basse,,
Maniema,Kailo,DSNIS,Kailo,CD6302ZS01,KailoManiema,DSNIS,"2021",ZHRREbCOGwG,Basse,,
Maniema,Punia,DSNIS,Ferekeni,CD6303ZS01,FerekeniManiema,DSNIS,"2021",YuGk2dXTvKj,Basse,,
Maniema,Punia,DSNIS,Punia,CD6303ZS02,PuniaManiema,DSNIS,"2021",EyMlz2Qvcmt,Basse,,
Maniema,Lubutu,DSNIS,Obokote,CD6305ZS02,ObokoteManiema,DSNIS,"2021",BsSB1PA58Qp,Basse,,
Haut-Katanga,Sakania,GRID3 M4H,Sakania,CD7104ZS01,SakaniaHaut-Katanga,DSNIS,"2021",CSwaGvyMS6Z,Tres haute,,
Haut-Katanga,Kipushi,GRID3 M4H,Kafubu,CD7102ZS01,KafubuHaut-Katanga,DSNIS,"2022",GpdRlogsSiE,Tres haute,,
Haut-Katanga,Lubumbashi,GRID3 M4H,Rwashi,CD7101ZS09,RwashiHaut-Katanga,DSNIS,"2022",YFSLTwHFlOk,Tres haute,,
Haut-Katanga,Lubumbashi,GRID3 M4H,Vangu,CD7101ZS11,VanguHaut-Katanga,DSNIS,"2022",uIuYpiQm6m8,Tres haute,,
Haut-Katanga,Lubumbashi,GRID3 M4H,Lubumbashi,CD7101ZS07,LubumbashiHaut-Katanga,DSNIS,"2022",H8vCqAKUlyX,Tres haute,,
Haut-Katanga,Lubumbashi,GRID3 M4H,Kampemba,CD7101ZS02,KampembaHaut-Katanga,DSNIS,"2022",zMfBT8xVQeH,Tres haute,,
Haut-Katanga,Lubumbashi,GRID3 M4H,Tshamilembe,CD7101ZS10,TshamilembaHaut-Katanga,DSNIS,"2022",BdGu22qs6aS,Tres haute,,
Haut-Katanga,Lubumashi,GRID3 M4H,Kowe,CD7101ZS06,KoweHaut-Katanga,DSNIS,"2022",sAsXOxkBdrE,Tres haute,,
Haut-Katanga,Lubumbashi,GRID3 M4H,Kamalondo,CD7101ZS01,KamalondoHaut-Katanga,DSNIS,"2022",uocpzPZHiEo,Tres haute,,
Haut-Katanga,Lubumbashi,GRID3 M4H,Kenya,CD7101ZS04,KenyaHaut-Katanga,DSNIS,"2022",IOin37HS2Wz,Tres haute,,
Haut-Katanga,Lubumbashi,GRID3 M4H,Mumbunda,CD7101ZS08,MumbundaHaut-Katanga,DSNIS,"2022",QteKQ66ixqO,Tres haute,,
Haut-Katanga,Lubumbashi,GRID3 M4H,Kisanga,CD7101ZS05,KisangaHaut-Katanga,DSNIS,"2022",QA2FRWLQqWE,Tres haute,,
Haut-Katanga,Lubumbashi,GRID3 M4H,Katuba,CD7101ZS03,KatubaHaut-Katanga,DSNIS,"2022",nhdQUgOeBQU,Tres haute,,
Haut-Katanga,Kipushi,GRID3 M4H,Kipushi,CD7102ZS02,KipushiHaut-Katanga,DSNIS,"2022",ZMH0kkBQFs9,Tres haute,,
Haut-Katanga,Kambove,GRID3 M4H,Kapolowe,CD7105ZS02,KapoloweHaut-Katanga,DSNIS,"2022",bAFJ18IAf2S,Tres haute,,
Haut-Katanga,Kambove,GRID3 M4H,Kilela Balanda,CD7105ZS03,Kilela BalandaHaut-Katanga,DSNIS,"2022",Kth7MQGYcrE,Tres haute,,
Haut-Katanga,Kambove,GRID3 M4H,Panda,CD7105ZS05,PandaHaut-Katanga,DSNIS,"2022",EofZhh5yYMG,Tres haute,,
Haut-Katanga,Kambove,GRID3 M4H,Kambove,CD7105ZS01,KamboveHaut-Katanga,DSNIS,"2022",NR5cDy2jhiJ,Tres haute,,
Haut-Katanga,Likasi,GRID3 M4H,Likasi,CD7106ZS01,LikasiHaut-Katanga,DSNIS,"2022",fQLRnttyYlx,Tres haute,,
Haut-Katanga,Kasenga,GRID3 M4H,Kikula,CD7107ZS02,KikulaHaut-Katanga,DSNIS,"2022",Q22qlkhPQDO,Tres haute,,
Haut-Katanga,Kasenga,GRID3 M4H,Lukafu,CD7107ZS03,LukafiHaut-Katanga,DSNIS,"2022",nNFVLFmkaAz,Tres haute,,
Haut-Katanga,Kasenga,GRID3 M4H,Kasenga,CD7107ZS01,KasengaHaut-Katanga,DSNIS,"2022",Vue5tcMpaGh,Tres haute,,
Haut-Katanga,Kasenga,GRID3 M4H,Kashobwe,CD7107ZS04,KashobweHaut-Katanga,DSNIS,"2022",OcTqzK4K1RV,Tres haute,,
Haut-Katanga,Mitwaba,GRID3 M4H,Mufunga Sampwe,CD7108ZS02,Mufunga SampweHaut-Katanga,DSNIS,"2022",qzQdkny6PZ4,Tres haute,,
Haut-Katanga,Pweto,GRID3 M4H,Kilwa,CD7109ZS01,KilwaHaut-Katanga,DSNIS,"2022",iHmCGdXARXG,Tres haute,,
Haut-Katanga,Mitwaba,GRID3 M4H,Mitwaba,CD7108ZS01,MitwabaHaut-Katanga,DSNIS,"2022",rYWmyhhl1LP,Tres haute,,
Haut-Katanga,Pweto,GRID3 M4H,Pweto,CD7109ZS02,PwetoHaut-Katanga,DSNIS,"2022",fdlN13eHB5u,Tres haute,,
Lualaba,Lubudi,OMS,Bunkeya,CD7203ZS01,BunkeyaLualaba,DSNIS,,cw1CZyDiPyA,,,Katanga
Lualaba,Lubudi,OMS,Lubudi,CD7203ZS04,LubudiLualaba,DSNIS,,goYHUDWT3jn,,,Katanga
Kasaî-Oriental,Katanda,GRID3 M4H,Bibanga,CD8209ZS01,BibangaKasaï-Oriental,DSNIS,"2022",pzMw9DUQ6An,Tres haute,,
Kasaï-Oriental,Mbuji-Mayi,GRID3 M4H,Bipemba,CD8201ZS01,BipembaKasaï-Oriental,DSNIS,"2022",xx5xiY5vVBa,Tres haute,,
Kasaï-Oriental,Mbuji-Mayi,GRID3 M4H,Bonzola,CD8201ZS02,BonzolaKasaï-Oriental,DSNIS,"2022",ZxyZ7L3ynso,Tres haute,,
Kasaï-Oriental,Miabi,GRID3 M4H,Cilundu,CD8205ZS01,CilunduKasaï-Oriental,DSNIS,"2022",GZJ4wCF5dr8,Tres haute,,
Kasaï-Oriental,Katanda,GRID3 M4H,Citenge,CD8209ZS02,CitengeKasaï-Oriental,DSNIS,"2022",EpoRodQJ1La,Tres haute,,
Kasaï-Oriental,Mbuji-Mayi,GRID3 M4H,Dibindi,CD8201ZS03,DibindiKasaï-Oriental,DSNIS,"2022",Z5I1TvCKVcG,Tres haute,,
Kasaï-Oriental,Mbuji-Mayi,GRID3 M4H,Diulu,CD8201ZS04,DiuluKasaï-Oriental,DSNIS,"2022",f1b3q0aLFzW,Tres haute,,
Kasaï-Oriental,Kabeya-Kamwanga,GRID3 M4H,Kabeya Kamwanga,CD8207ZS01,Kabeya KamwangaKasaï-Oriental,DSNIS,"2022",k7iudxSjdn7,Tres haute,,
Kasaï-Oriental,Mbuji-Mayi,GRID3 M4H,Kansele,CD8201ZS05,KanseleKasaï-Oriental,DSNIS,"2022",HN9etyIXrEE,Tres haute,,
Kasaï-Oriental,Tshilenge,GRID3 M4H,Kasansa,CD8202ZS01,KasansaKasaï-Oriental,DSNIS,"2022",w9GBwODOJNY,Tres haute,,
Kasaï-Oriental,Mbuji-Mayi,GRID3 M4H,Lubilanji,CD8201ZS06,LubilanjiKasaï-Oriental,DSNIS,"2022",FvSLntNvpao,Tres haute,,
Kasaï-Oriental,Mbuji-Mayi,GRID3 M4H,Lukelenge,CD8201ZS07,LukelengeKasaï-Oriental,DSNIS,"2022",ucEXrvC3lau,Tres haute,,
Kasaï-Oriental,Miabi,GRID3 M4H,Miabi,CD8205ZS02,MiabiKasaï-Oriental,DSNIS,"2022",vyzwR6KnN2M,Tres haute,,
Kasaï-Oriental,Mbuji-Mayi,GRID3 M4H,Mpokolo,CD8201ZS08,MpokoloKasaï-Oriental,DSNIS,"2022",v4bwDhzBFks,Tres haute,,
Kasaï-Oriental,Lupatapata,GRID3 M4H,Mukumbi,CD8208ZS01,MukumbiKasaï-Oriental,DSNIS,"2022",L4fvzJb0ijt,Tres haute,,
Kasaï-Oriental,Mbuji-Mayi,GRID3 M4H,Muya,CD8201ZS09,MuyaKasaï-Oriental,DSNIS,"2022",HllryitwQ4u,Tres haute,,
Kasaï-Oriental,Mbuji-Mayi,GRID3 M4H,Nzaba,CD8201ZS10,NzabaKasaï-Oriental,DSNIS,"2022",amSVlGShY91,Tres haute,,
Kasaï-Oriental,Tshilenge,GRID3 M4H,Tshilenge,CD8202ZS02,TshilengeKasaï-Oriental,DSNIS,"2022",sxo8WzGfbXk,Tres haute,,
Kasaï-Oriental,Lupatapata,GRID3 M4H,Tshishimbi,CD8208ZS02,TshishimbiKasaï-Oriental,DSNIS,"2022",PuF5BL8Npna,Tres haute,,
Lomami,Kabinda,GRID3 M4H,Kabinda,CD8102ZS01,KabindaLomami,DSNIS,"2022",S7r6j8vvjBa,Tres haute,,
Lomami,Ngandajika,GRID3 M4H,Kalambayi Kabanga,CD8106ZS01,Kalambayi KabangaLomami,DSNIS,"2022",hyVNQXTLM57,Tres haute,,
Lomami,Luilu,GRID3 M4H,Kalenda,CD8104ZS01,KalendaLomami,DSNIS,"2022",vnt8fprZWxI,Tres haute,,
Lomami,Kabinda,GRID3 M4H,Kalonda Est,CD8102ZS02,Kalonda EstLomami,DSNIS,"2022",HDHPGpYow9n,Tres haute,,
Lomami,Lubao,GRID3 M4H,Kamana,CD8108ZS01,KamanaLomami,DSNIS,"2022",KxcxIF0z6y3,Tres haute,,
Lomami,Kamiji,GRID3 M4H,Kamiji,CD8105ZS01,KamijiLomami,DSNIS,"2022",rg471npPLBo,Tres haute,,
Kasaï-Central,Dibaya,Div_snis,Dibaya,CD9102ZS02,DibayaKasaï-Central,DSNIS,,kye1r2XW3YV,,,Kasai-Occidental
Lomami,Luilu,GRID3 M4H,Kanda Kanda,CD8104ZS02,Kanda KandaLomami,DSNIS,"2022",LREYTGTn3sk,Tres haute,,
Lomami,Lubao,GRID3 M4H,Lubao,CD8108ZS02,LubaoLomami,DSNIS,"2022",hhPQBTvWnWR,Tres haute,,
Lomami,Ludimbi Lukula,GRID3 M4H,Ludimbi Lukula,CD8102ZS03,Ludimbi LukulaLomami,DSNIS,"2022",v92Jk9YbTsC,Tres haute,,
Lomami,Luilu,GRID3 M4H,Luputa,CD8104ZS03,LuputaLomami,DSNIS,"2022",gYjfhzYH5ra,Tres haute,,
Lomami,Mwene-Ditu,GRID3 M4H,Makota,CD8103ZS01,MakotaLomami,DSNIS,"2022",x0EmG1LRyjy,Tres haute,,
Lomami,Ngandajika,GRID3 M4H,Mulumba,CD8106ZS02,MulumbaLomami,DSNIS,"2022",Ca5EitY4zzl,Tres haute,,
Lomami,Mwene-Ditu,GRID3 M4H,Mwene-Ditu,CD8103ZS02,Mwene-DituLomami,DSNIS,"2022",yft32K4WOYZ,Tres haute,,
Lomami,Ngandajika,GRID3 M4H,Ngandajika,CD8106ZS03,NgandajikaLomami,DSNIS,"2022",HpQHhqioedF,Tres haute,,
Lomami,Lubao,GRID3 M4H,Tshofa,CD8108ZS03,TshofaLomami,DSNIS,"2022",JMyFFcdmIMU,Tres haute,,
Lomami,Luilu,GRID3 M4H,Wikong,CD8104ZS04,WikongLomami,DSNIS,"2022",gMiVopcM4An,Tres haute,,
Lualaba,Kapanga,OMS,Kapanga,CD7207ZS02,KapangaLualaba,DSNIS,,qdhfi48INZJ,,,Katanga
Lualaba,Kapanga,OMS,Kalamba,CD7207ZS01,KalambaLualaba,DSNIS,,Ux1WH67fWJJ,,,Katanga
Haut-Lomami,Kamina,MSP/CIESIN,Baka,CD7302ZS01,BakaHaut-Lomami,DSNIS,"2022",OyzUIt0IaeY,Tres haute,,
Haut-Lomami,Bukama,MSP/CIESIN,Bukama,CD7306ZS01,BukamaHaut-Lomami,DSNIS,"2022",glucPFMOELN,Tres haute,,
Haut-Lomami,Bukama,ESP-UCLA,Butumba,CD7306ZS02,ButumbaHaut-Lomami,DSNIS,"2022",FWbGIJwFtFw,Tres haute,,
Haut-Lomami,Bukama,MSP/CIESIN,Kabondo-Dianda,CD7306ZS03,Kabondo-DiandaHaut-Lomami,DSNIS,"2022",BU8zas1K8mi,Tres haute,,
Haut-Lomami,Kabongo,MSP/CIESIN,Kabongo,CD7304ZS01,KabongoHaut-Lomami,DSNIS,"2022",fhqCaqAoVI8,Tres haute,,
Haut-Lomami,Kamina,MSP/CIESIN,Kamina,CD7302ZS02,KaminaHaut-Lomami,DSNIS,"2022",T0YXktZkPCF,Tres haute,,
Haut-Lomami,Kaniama,MSP/CIESIN,Kaniama,CD7303ZS01,KaniamaHaut-Lomami,DSNIS,"2022",guov7iiEM6c,Tres haute,,
Haut-Lomami,Kabongo,MSP/CIESIN,Kayamba,CD7304ZS02,KayambaHaut-Lomami,DSNIS,"2022",RonTeRt1of5,Tres haute,,
Haut-Lomami,Kamina,MSP/CIESIN,Kinda,CD7302ZS03,KindaHaut-Lomami,DSNIS,"2022",i1aUdilicx5,Tres haute,,
Haut-Lomami,Bukama,ESP-UCLA,Kinkondja,CD7305ZS01,KinkondjaHaut-Lomami,DSNIS,"2022",qZdoTKoMddO,Tres haute,,
Haut-Lomami,Kabongo,MSP/CIESIN,Kitenge,CD7304ZS03,KitengeHaut-Lomami,DSNIS,"2022",mSpktJNvGmQ,Tres haute,,
Haut-Lomami,Malemba-Nkulu,MSP/CIESIN,Lwamba,CD7305ZS02,LwambaHaut-Lomami,DSNIS,"2022",QZr08cvgmWI,Tres haute,,
Haut-Lomami,Malemba-Nkulu,ESP-UCLA,Malemba-Nkulu,CD7306ZS04,Malemba-NkuluHaut-Lomami,DSNIS,"2022",N3b4xbGIP6r,Tres haute,,
Haut-Lomami,Malemba-Nkulu,ESP-UCLA,Mukanga,CD7305ZS03,MukangaHaut-Lomami,DSNIS,"2022",XdR0dqdFNt4,Tres haute,,
Haut-Lomami,Malemba-Nkulu,ESP-UCLA,Mulongo,CD7305ZS04,MulongoHaut-Lomami,DSNIS,"2022",hdDyVXgN46J,Tres haute,,
Haut-Lomami,Kamina,MSP/CIESIN,Songa,CD7302ZS04,SongaHaut-Lomami,DSNIS,"2022",cgc7FkCPcKb,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Bandalungwa,CD1000ZS01,BandalungwaKinshasa,DSNIS,"2022",xZy8t34pvs6,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Barumbu,CD1000ZS02,BarumbuKinshasa,DSNIS,"2022",uw3SOxNTDP4,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Binza Ozone,CD1000ZS04,Binza OzoneKinshasa,DSNIS,"2022",m5B0okd0KaZ,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Biyela,CD1000ZS05,BiyelaKinshasa,DSNIS,"2022",QzpHCAKe31e,tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Bumbu,CD1000ZS06,BumbuKinshasa,DSNIS,"2022",sZ2goXLKmQX,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Gombe,CD1000ZS07,GombeKinshasa,DSNIS,"2022",L3vMLScAbZ6,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Kalamu 1,CD1000ZS08,Kalamu 1Kinshasa,DSNIS,"2022",D1jF9OzETge,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Kalamu 2,CD1000ZS09,Kalamu 2Kinshasa,DSNIS,"2022",Z3DMBdrM8Df,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Kasa-Vubu,CD1000ZS10,Kasa-VubuKinshasa,DSNIS,"2022",TuzDrpZ9zzl,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Kikimi,CD1000ZS11,KikimiKinshasa,DSNIS,"2022",wTaqhPcijDM,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Kimbanseke,CD1000ZS12,KimbansekeKinshasa,DSNIS,"2022",cycttnJlR4L,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Kingabwa,CD1000ZS13,KingabwaKinshasa,DSNIS,"2022",NwNyAitXVsr,tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Kingasani,CD1000ZS14,KingasaniKinshasa,DSNIS,"2022",ZTt8HbFGrY4,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Kinshasa,CD1000ZS15,KinshasaKinshasa,DSNIS,"2022",xZy8t34pvs6,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Kinsenso,CD1000ZS17,KinsensoKinshasa,DSNIS,"2022",Vv9L3W7VMrX,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Kokolo,CD1000ZS18,KokoloKinshasa,DSNIS,"2022",Ab6jrKWO5EZ,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Lemba,CD1000ZS19,LembaKinshasa,DSNIS,"2022",tCLXgZBBLQ0,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Limete,CD1000ZS20,LimeteKinshasa,DSNIS,"2022",JhJFxKnFvmJ,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Lingwala,CD1000ZS21,LingwalaKinshasa,DSNIS,"2022",qbe5m6fVfMT,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Makala,CD1000ZS22,MakalaKinshasa,DSNIS,"2022",SqWL31RNyKx,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Maluku 1,CD1000ZS23,Maluku 1Kinshasa,DSNIS,"2022",tkbMhp2kIT2,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Maluku 2,CD1000ZS24,Maluku 2Kinshasa,DSNIS,"2022",nq4LAyXUm8a,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Masina 1,CD1000ZS25,Masina 1Kinshasa,DSNIS,"2022",F0zQH8NbaIx,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Masina 2,CD1000ZS26,Masina 2Kinshasa,DSNIS,"2022",hL8oJfWHx3g,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Matete,CD1000ZS27,MateteKinshasa,DSNIS,"2022",UrJlHRGZGGJ,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Mont Ngafula 1,CD1000ZS28,Mont Ngafula 1Kinshasa,DSNIS,"2022",ubl3NORPhsC,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Mont Ngafula 2,CD1000ZS29,Mont Ngafula 2Kinshasa,DSNIS,"2022",gMhYDNcoZSe,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Ndjili,CD1000ZS30,NdjiliKinshasa,DSNIS,"2022",rK2ODHilbAP,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Ngaba,CD1000ZS31,NgabaKinshasa,DSNIS,"2022",vvrhCzWzc0J,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Ngir Ngiri,CD1000ZS32,Ngiri NgiriKinshasa,DSNIS,"2022",LSvg2jR0rEQ,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Nsele,CD1000ZS33,NseleKinshasa,DSNIS,"2022",m0D9iUAjJ1G,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Police,CD1000ZS34,PoliceKinshasa,DSNIS,"2022",kyBo3gA8qoh,Tres haute,,
Kasaï,Ilebo,GRID3 M4H,Banga Lubaka,CD9205ZS01,Banga LubakaKasaï,GRID3 M4H,"2022",bNFyJIkjMdY,Tres haute,,
Kasaï,Mweka,GRID3 M4H,Bulape,CD9207ZS01,BulapaKasaï,DSNIS,"2022",tTRg4cT07K7,Tres haute,,
Kasaï,Dekese,GRID3 M4H,Dekese,CD9208ZS01,DekeseKasaï,DSNIS,"2022",Z3lr3MOHNLH,Tres haute,,
Kasaï,Ilebo,GRID3 M4H,Ilebo,CD9205ZS02,IleboKasaï,DSNIS,"2022",g9sayFS8d1p,Tres haute,,
Kasaï,Mweka,GRID3 M4H,Kakenge,CD9207ZS02,KakengeKasaï,DSNIS,"2022",y1bSl3YWtJm,Tres haute,,
Kasaï,Kamonia,GRID3 M4H,Kalonda Ouest,CD9202ZS01,Kalonda Ouest Kasaï,DSNIS,"2022",jCOBMIbRlMV,Tres haute,,
Kasaï,Kamonia,GRID3 M4H,Kamonia,CD9202ZS02,KamoniaKasaï,DSNIS,"2022",BTGp4czwZRN,Tres haute,,
Kasaï,Kamonia,GRID3 M4H,Kamwesha,CD9202ZS03,KamweshaKasaï,DSNIS,"2022",lHsn3K40LBB,Tres haute,,
Kasaï,Kamonia,GRID3 M4H,Kanzala,CD9202ZS04,KanzalaKasaï,DSNIS,"2022",BuX1tLn79WK,Tres haute,,
Kasaï,Kamonia,GRID3 M4H,Kitangwa,CD9202ZS05,KitangwaKasaï,DSNIS,"2022",IDFKkakVBRc,Tres haute,,
Kasaï,Luebo,GRID3 M4H,Luebo,CD9204ZS01,LueboKasaï,DSNIS,"2022",d9la4YKNnto,Tres haute,,
Kasaï,Ilebo,GRID3 M4H,Mikope,CD9205ZS03,MikopeKasaï,DSNIS,"2022",vy2yqOs0J70,Tres haute,,
Kwilu,Idiofa,ESP-UCLA,Koshibanda,CD3206ZS04,KoshibandaKwilu,DSNIS,2018-04-24,O3KmMLK10ru,Tres haute,,Bandundu
Kwilu,Idiofa,ESP-UCLA,Ipamu,CD3206ZS02,IpamuKwilu,DSNIS,2018-04-24,jSLnBqCXCzW,Tres haute,,Bandundu
Kasaï,Mweka,GRID3 M4H,Mushenge,CD9207ZS03,MushengeKasaï,DSNIS,"2022",qdhh0JFWiW2,Tres haute,,
Kasaï,Kamonia,GRID3 M4H,Mutena,CD9202ZS06,MutenaKasaï,DSNIS,"2022",g0UqlSRyINa,Tres haute,,
Kasaï-Central,Kazumba,ACF,Kalomba,CD9105ZS02,KalombaKasaï-Central,DSNIS,"2021",r9jRmNpYalx,Tres haute,,
Kasaï-Central,Kazumba,Div_snis,Ndekesha,CD9105ZS04,NdekeshaKasaï-Central,DSNIS,,mixGG8ryrT9,,,Kasai-Occidental
Kasaï,Mweka,GRID3 M4H,Mweka,CD9207ZS04,MwekaKasaï,DSNIS,"2022",yxRgfrgfuOK,Tres haute,,
Kasaï-Central,Demba,Div_snis,Bena Leka,CD9106ZS01,Bena LekaKasaï-Central,DSNIS,,HYPBUncgldT,,,Kasai-Occidental
Kasaï,Luebo,GRID3 M4H,Ndjoko-Punda,CD9204ZS02,Ndjoko-PundaKasaï,DSNIS,"2022",phRBB1s5LJX,Tres haute,,
Kasaï,Kamonia,GRID3 M4H,Nyanga,CD9202ZS07,NyangaKasaï,DSNIS,"2022",ilgYm3DfbGP,Tres haute,,
Kasaï,Kamonia,GRID3 M4H,Tshikapa,CD9202ZS08,TshikapaKasaï,DSNIS,"2022",rsaI3zncNG9,Tres haute,,
Kintambo,Kintambo,GRID3 M4H,Kintambo,CD1000ZS16,KintamboKinshasa,DSNIS,"2022",oeP2sQLMCuy,Tres haute,,
Kinshasa,Kinshasa,GRID3 M4H,Selembao,CD1000ZS35,SelembaoKinshasa,DSNIS,"2022",nbSOIch7Mbc,Tres haute,,
Kinshasa,Kinshasa,FICR/CP3,Binza Meteo,CD1000ZS03,Binza MeteoKinshasa,DSNIS,"2021",ShcGSNMpF7z,Tres haute,,
